Village_Name,State_Name,District_Name,Block_Name,Pincode,Input_Parameter1,Input_Parameter2,Input_Parameter3,Input_Parameter4,Input_Parameter0
Gokaran Shivala,Uttar Pradesh,GONDA,RUPAIDEEH,,"GOKARAN SHIVALA,Uttar Pradesh","GOKARAN SHIVALA,GONDA,Uttar Pradesh","GOKARAN SHIVALA,RUPAIDEEH,Uttar Pradesh","GOKARAN SHIVALA,RUPAIDEEH,GONDA,Uttar Pradesh","GOKARAN SHIVALA,Uttar Pradesh,nan"
Golheya,Uttar Pradesh,ALLAHABAD,SHANKAR GARH,,"GOLHEYA,Uttar Pradesh","GOLHEYA,ALLAHABAD,Uttar Pradesh","GOLHEYA,SHANKAR GARH,Uttar Pradesh","GOLHEYA,SHANKAR GARH,ALLAHABAD,Uttar Pradesh","GOLHEYA,Uttar Pradesh,nan"
Gopinath Pur,Jharkhand,PASHCHIMI SINGHBHUM,CHAKRADHARPUR,833102.0,"GOPINATH PUR,Jharkhand","GOPINATH PUR,PASHCHIMI SINGHBHUM,Jharkhand","GOPINATH PUR,CHAKRADHARPUR,Jharkhand","GOPINATH PUR,CHAKRADHARPUR,PASHCHIMI SINGHBHUM,Jharkhand","GOPINATH PUR,Jharkhand,833102.0"
Goudabarikanta,Odisha,KORAPUT,DASMANTPUR,,"GOUDABARIKANTA,Odisha","GOUDABARIKANTA,KORAPUT,Odisha","GOUDABARIKANTA,DASMANTPUR,Odisha","GOUDABARIKANTA,DASMANTPUR,KORAPUT,Odisha","GOUDABARIKANTA,Odisha,nan"
Gundijora,Jharkhand,PASHCHIMI SINGHBHUM,NOAMUNDI,833218.0,"GUNDIJORA,Jharkhand","GUNDIJORA,PASHCHIMI SINGHBHUM,Jharkhand","GUNDIJORA,NOAMUNDI,Jharkhand","GUNDIJORA,NOAMUNDI,PASHCHIMI SINGHBHUM,Jharkhand","GUNDIJORA,Jharkhand,833218.0"
Gunji,Odisha,KORAPUT,BOIPARIGUDA,,"GUNJI,Odisha","GUNJI,KORAPUT,Odisha","GUNJI,BOIPARIGUDA,Odisha","GUNJI,BOIPARIGUDA,KORAPUT,Odisha","GUNJI,Odisha,nan"
Hadapa,Odisha,KORAPUT,JEYPORE,,"HADAPA,Odisha","HADAPA,KORAPUT,Odisha","HADAPA,JEYPORE,Odisha","HADAPA,JEYPORE,KORAPUT,Odisha","HADAPA,Odisha,nan"
Harduli,Odisha,NABARANGPUR,KOSAGUMUDA,764061.0,"HARDULI,Odisha","HARDULI,NABARANGPUR,Odisha","HARDULI,KOSAGUMUDA,Odisha","HARDULI,KOSAGUMUDA,NABARANGPUR,Odisha","HARDULI,Odisha,764061.0"
Haridaput,Odisha,KORAPUT,JEYPORE,764055.0,"HARIDAPUT,Odisha","HARIDAPUT,KORAPUT,Odisha","HARIDAPUT,JEYPORE,Odisha","HARIDAPUT,JEYPORE,KORAPUT,Odisha","HARIDAPUT,Odisha,764055.0"
Harro,Uttar Pradesh,ALLAHABAD,SHANKAR GARH,,"HARRO,Uttar Pradesh","HARRO,ALLAHABAD,Uttar Pradesh","HARRO,SHANKAR GARH,Uttar Pradesh","HARRO,SHANKAR GARH,ALLAHABAD,Uttar Pradesh","HARRO,Uttar Pradesh,nan"
Hatigeda,Odisha,KORAPUT,BANDHUGAM,,"HATIGEDA,Odisha","HATIGEDA,KORAPUT,Odisha","HATIGEDA,BANDHUGAM,Odisha","HATIGEDA,BANDHUGAM,KORAPUT,Odisha","HATIGEDA,Odisha,nan"
Hema Pur,Uttar Pradesh,ALLAHABAD,PHOOLPUR,,"HEMA PUR,Uttar Pradesh","HEMA PUR,ALLAHABAD,Uttar Pradesh","HEMA PUR,PHOOLPUR,Uttar Pradesh","HEMA PUR,PHOOLPUR,ALLAHABAD,Uttar Pradesh","HEMA PUR,Uttar Pradesh,nan"
Hiri,Odisha,NABARANGPUR,RAIGHAR,,"HIRI,Odisha","HIRI,NABARANGPUR,Odisha","HIRI,RAIGHAR,Odisha","HIRI,RAIGHAR,NABARANGPUR,Odisha","HIRI,Odisha,nan"
Hulsam,Jharkhand,PALAMU,CHHATARPUR,822113.0,"HULSAM,Jharkhand","HULSAM,PALAMU,Jharkhand","HULSAM,CHHATARPUR,Jharkhand","HULSAM,CHHATARPUR,PALAMU,Jharkhand","HULSAM,Jharkhand,822113.0"
Ingira,Odisha,NABARANGPUR,UMERKOTE,,"INGIRA,Odisha","INGIRA,NABARANGPUR,Odisha","INGIRA,UMERKOTE,Odisha","INGIRA,UMERKOTE,NABARANGPUR,Odisha","INGIRA,Odisha,nan"
Itaila Buzurg,Uttar Pradesh,GONDA,CHAPIA,,"ITAILA BUZURG,Uttar Pradesh","ITAILA BUZURG,GONDA,Uttar Pradesh","ITAILA BUZURG,CHAPIA,Uttar Pradesh","ITAILA BUZURG,CHAPIA,GONDA,Uttar Pradesh","ITAILA BUZURG,Uttar Pradesh,nan"
Jafrapur,Uttar Pradesh,GONDA,BELSAR,,"JAFRAPUR,Uttar Pradesh","JAFRAPUR,GONDA,Uttar Pradesh","JAFRAPUR,BELSAR,Uttar Pradesh","JAFRAPUR,BELSAR,GONDA,Uttar Pradesh","JAFRAPUR,Uttar Pradesh,nan"
Jagnnathpur,Uttar Pradesh,PRATAPGARH,LALGANJ,,"JAGNNATHPUR,Uttar Pradesh","JAGNNATHPUR,PRATAPGARH,Uttar Pradesh","JAGNNATHPUR,LALGANJ,Uttar Pradesh","JAGNNATHPUR,LALGANJ,PRATAPGARH,Uttar Pradesh","JAGNNATHPUR,Uttar Pradesh,nan"
Jamada,Odisha,MAYURBHANJ,JASHIPUR,757091.0,"JAMADA,Odisha","JAMADA,MAYURBHANJ,Odisha","JAMADA,JASHIPUR,Odisha","JAMADA,JASHIPUR,MAYURBHANJ,Odisha","JAMADA,Odisha,757091.0"
Janshawa,Uttar Pradesh,ALLAHABAD,HANDIA,,"JANSHAWA,Uttar Pradesh","JANSHAWA,ALLAHABAD,Uttar Pradesh","JANSHAWA,HANDIA,Uttar Pradesh","JANSHAWA,HANDIA,ALLAHABAD,Uttar Pradesh","JANSHAWA,Uttar Pradesh,nan"
Jhauhna,Uttar Pradesh,GONDA,HALDHARMAU,,"JHAUHNA,Uttar Pradesh","JHAUHNA,GONDA,Uttar Pradesh","JHAUHNA,HALDHARMAU,Uttar Pradesh","JHAUHNA,HALDHARMAU,GONDA,Uttar Pradesh","JHAUHNA,Uttar Pradesh,nan"
Jhaunaha,Uttar Pradesh,GONDA,KATRA BAZAR,,"JHAUNAHA,Uttar Pradesh","JHAUNAHA,GONDA,Uttar Pradesh","JHAUNAHA,KATRA BAZAR,Uttar Pradesh","JHAUNAHA,KATRA BAZAR,GONDA,Uttar Pradesh","JHAUNAHA,Uttar Pradesh,nan"
Jriyari,Uttar Pradesh,PRATAPGARH,SANGIPUR,,"JRIYARI,Uttar Pradesh","JRIYARI,PRATAPGARH,Uttar Pradesh","JRIYARI,SANGIPUR,Uttar Pradesh","JRIYARI,SANGIPUR,PRATAPGARH,Uttar Pradesh","JRIYARI,Uttar Pradesh,nan"
Juginanda,Jharkhand,PASHCHIMI SINGHBHUM,JAGANNATHPUR,833214.0,"JUGINANDA,Jharkhand","JUGINANDA,PASHCHIMI SINGHBHUM,Jharkhand","JUGINANDA,JAGANNATHPUR,Jharkhand","JUGINANDA,JAGANNATHPUR,PASHCHIMI SINGHBHUM,Jharkhand","JUGINANDA,Jharkhand,833214.0"
Kachnapur,Uttar Pradesh,GONDA,COLONELGANJ,,"KACHNAPUR,Uttar Pradesh","KACHNAPUR,GONDA,Uttar Pradesh","KACHNAPUR,COLONELGANJ,Uttar Pradesh","KACHNAPUR,COLONELGANJ,GONDA,Uttar Pradesh","KACHNAPUR,Uttar Pradesh,nan"
Kada Jamda,Jharkhand,PASHCHIMI SINGHBHUM,NOAMUNDI,833212.0,"KADA JAMDA,Jharkhand","KADA JAMDA,PASHCHIMI SINGHBHUM,Jharkhand","KADA JAMDA,NOAMUNDI,Jharkhand","KADA JAMDA,NOAMUNDI,PASHCHIMI SINGHBHUM,Jharkhand","KADA JAMDA,Jharkhand,833212.0"
Kadle,Jharkhand,CHATRA,SIMARIA,,"KADLE,Jharkhand","KADLE,CHATRA,Jharkhand","KADLE,SIMARIA,Jharkhand","KADLE,SIMARIA,CHATRA,Jharkhand","KADLE,Jharkhand,nan"
Kaida,Jharkhand,PASHCHIMI SINGHBHUM,GOELKERA,833104.0,"KAIDA,Jharkhand","KAIDA,PASHCHIMI SINGHBHUM,Jharkhand","KAIDA,GOELKERA,Jharkhand","KAIDA,GOELKERA,PASHCHIMI SINGHBHUM,Jharkhand","KAIDA,Jharkhand,833104.0"
Kalakada,Odisha,MAYURBHANJ,KARANJIA,,"KALAKADA,Odisha","KALAKADA,MAYURBHANJ,Odisha","KALAKADA,KARANJIA,Odisha","KALAKADA,KARANJIA,MAYURBHANJ,Odisha","KALAKADA,Odisha,nan"
Kamat,Jharkhand,PALAMU,PANKI,822116.0,"KAMAT,Jharkhand","KAMAT,PALAMU,Jharkhand","KAMAT,PANKI,Jharkhand","KAMAT,PANKI,PALAMU,Jharkhand","KAMAT,Jharkhand,822116.0"
Kamata,Odisha,NABARANGPUR,TENTULIKHUNTI,764069.0,"KAMATA,Odisha","KAMATA,NABARANGPUR,Odisha","KAMATA,TENTULIKHUNTI,Odisha","KAMATA,TENTULIKHUNTI,NABARANGPUR,Odisha","KAMATA,Odisha,764069.0"
Kanga Pur,Uttar Pradesh,ALLAHABAD,DHANUPUR,,"KANGA PUR,Uttar Pradesh","KANGA PUR,ALLAHABAD,Uttar Pradesh","KANGA PUR,DHANUPUR,Uttar Pradesh","KANGA PUR,DHANUPUR,ALLAHABAD,Uttar Pradesh","KANGA PUR,Uttar Pradesh,nan"
Kanjeipatraput,Odisha,KORAPUT,JEYPORE,764003.0,"KANJEIPATRAPUT,Odisha","KANJEIPATRAPUT,KORAPUT,Odisha","KANJEIPATRAPUT,JEYPORE,Odisha","KANJEIPATRAPUT,JEYPORE,KORAPUT,Odisha","KANJEIPATRAPUT,Odisha,764003.0"
Kantasola,Odisha,MAYURBHANJ,BANGRIPOSI,,"KANTASOLA,Odisha","KANTASOLA,MAYURBHANJ,Odisha","KANTASOLA,BANGRIPOSI,Odisha","KANTASOLA,BANGRIPOSI,MAYURBHANJ,Odisha","KANTASOLA,Odisha,nan"
Kasiabeda,Odisha,MAYURBHANJ,SARASKANA,,"KASIABEDA,Odisha","KASIABEDA,MAYURBHANJ,Odisha","KASIABEDA,SARASKANA,Odisha","KASIABEDA,SARASKANA,MAYURBHANJ,Odisha","KASIABEDA,Odisha,nan"
Katia,Jharkhand,CHATRA,LAWALONG,,"KATIA,Jharkhand","KATIA,CHATRA,Jharkhand","KATIA,LAWALONG,Jharkhand","KATIA,LAWALONG,CHATRA,Jharkhand","KATIA,Jharkhand,nan"
Kaudipara,Odisha,NABARANGPUR,RAIGHAR,764074.0,"KAUDIPARA,Odisha","KAUDIPARA,NABARANGPUR,Odisha","KAUDIPARA,RAIGHAR,Odisha","KAUDIPARA,RAIGHAR,NABARANGPUR,Odisha","KAUDIPARA,Odisha,764074.0"
Kechuha,Uttar Pradesh,ALLAHABAD,KARCHHANA,,"KECHUHA,Uttar Pradesh","KECHUHA,ALLAHABAD,Uttar Pradesh","KECHUHA,KARCHHANA,Uttar Pradesh","KECHUHA,KARCHHANA,ALLAHABAD,Uttar Pradesh","KECHUHA,Uttar Pradesh,nan"
Kelhawa,Jharkhand,PALAMU,PANKI,822122.0,"KELHAWA,Jharkhand","KELHAWA,PALAMU,Jharkhand","KELHAWA,PANKI,Jharkhand","KELHAWA,PANKI,PALAMU,Jharkhand","KELHAWA,Jharkhand,822122.0"
Kellar,Odisha,KORAPUT,LAXMIPUR,765013.0,"KELLAR,Odisha","KELLAR,KORAPUT,Odisha","KELLAR,LAXMIPUR,Odisha","KELLAR,LAXMIPUR,KORAPUT,Odisha","KELLAR,Odisha,765013.0"
Keravdih,Uttar Pradesh,PRATAPGARH,KALAKANKER,,"KERAVDIH,Uttar Pradesh","KERAVDIH,PRATAPGARH,Uttar Pradesh","KERAVDIH,KALAKANKER,Uttar Pradesh","KERAVDIH,KALAKANKER,PRATAPGARH,Uttar Pradesh","KERAVDIH,Uttar Pradesh,nan"
Kerki Kala,Jharkhand,PALAMU,CHHATARPUR,822113.0,"KERKI KALA,Jharkhand","KERKI KALA,PALAMU,Jharkhand","KERKI KALA,CHHATARPUR,Jharkhand","KERKI KALA,CHHATARPUR,PALAMU,Jharkhand","KERKI KALA,Jharkhand,822113.0"
Kewta,Jharkhand,CHATRA,SIMARIA,,"KEWTA,Jharkhand","KEWTA,CHATRA,Jharkhand","KEWTA,SIMARIA,Jharkhand","KEWTA,SIMARIA,CHATRA,Jharkhand","KEWTA,Jharkhand,nan"
Khadikhania,Odisha,MAYURBHANJ,KAPTIPADA,,"KHADIKHANIA,Odisha","KHADIKHANIA,MAYURBHANJ,Odisha","KHADIKHANIA,KAPTIPADA,Odisha","KHADIKHANIA,KAPTIPADA,MAYURBHANJ,Odisha","KHADIKHANIA,Odisha,nan"
Khairi Mal,Bihar,PURBA CHAMPARAN,CHAKIA,,"KHAIRI MAL,Bihar","KHAIRI MAL,PURBA CHAMPARAN,Bihar","KHAIRI MAL,CHAKIA,Bihar","KHAIRI MAL,CHAKIA,PURBA CHAMPARAN,Bihar","KHAIRI MAL,Bihar,nan"
Khajuri,Odisha,NABARANGPUR,PAPADAHANDI,822113.0,"KHAJURI,Odisha","KHAJURI,NABARANGPUR,Odisha","KHAJURI,PAPADAHANDI,Odisha","KHAJURI,PAPADAHANDI,NABARANGPUR,Odisha","KHAJURI,Odisha,822113.0"
Khakhapur,Uttar Pradesh,PRATAPGARH,GAURA,,"KHAKHAPUR,Uttar Pradesh","KHAKHAPUR,PRATAPGARH,Uttar Pradesh","KHAKHAPUR,GAURA,Uttar Pradesh","KHAKHAPUR,GAURA,PRATAPGARH,Uttar Pradesh","KHAKHAPUR,Uttar Pradesh,nan"
Khani Pur,Uttar Pradesh,PRATAPGARH,SANGIPUR,,"KHANI PUR,Uttar Pradesh","KHANI PUR,PRATAPGARH,Uttar Pradesh","KHANI PUR,SANGIPUR,Uttar Pradesh","KHANI PUR,SANGIPUR,PRATAPGARH,Uttar Pradesh","KHANI PUR,Uttar Pradesh,nan"
Khataura,Bihar,PASHCHIM CHAMPARAN,RAMNAGAR,845106.0,"KHATAURA,Bihar","KHATAURA,PASHCHIM CHAMPARAN,Bihar","KHATAURA,RAMNAGAR,Bihar","KHATAURA,RAMNAGAR,PASHCHIM CHAMPARAN,Bihar","KHATAURA,Bihar,845106.0"
Khojhwa,Uttar Pradesh,GONDA,BABHANJOT,,"KHOJHWA,Uttar Pradesh","KHOJHWA,GONDA,Uttar Pradesh","KHOJHWA,BABHANJOT,Uttar Pradesh","KHOJHWA,BABHANJOT,GONDA,Uttar Pradesh","KHOJHWA,Uttar Pradesh,nan"
Khujhi,Uttar Pradesh,ALLAHABAD,JASARA,,"KHUJHI,Uttar Pradesh","KHUJHI,ALLAHABAD,Uttar Pradesh","KHUJHI,JASARA,Uttar Pradesh","KHUJHI,JASARA,ALLAHABAD,Uttar Pradesh","KHUJHI,Uttar Pradesh,nan"
Kolegaon,Odisha,NABARANGPUR,JHARIGAM,,"KOLEGAON,Odisha","KOLEGAON,NABARANGPUR,Odisha","KOLEGAON,JHARIGAM,Odisha","KOLEGAON,JHARIGAM,NABARANGPUR,Odisha","KOLEGAON,Odisha,nan"
Kswa Latifpur,Uttar Pradesh,PRATAPGARH,RAMPUR-SANGRAMGARH,,"KSWA LATIFPUR,Uttar Pradesh","KSWA LATIFPUR,PRATAPGARH,Uttar Pradesh","KSWA LATIFPUR,RAMPUR-SANGRAMGARH,Uttar Pradesh","KSWA LATIFPUR,RAMPUR-SANGRAMGARH,PRATAPGARH,Uttar Pradesh","KSWA LATIFPUR,Uttar Pradesh,nan"
Kukurbindha,Odisha,NABARANGPUR,PAPADAHANDI,,"KUKURBINDHA,Odisha","KUKURBINDHA,NABARANGPUR,Odisha","KUKURBINDHA,PAPADAHANDI,Odisha","KUKURBINDHA,PAPADAHANDI,NABARANGPUR,Odisha","KUKURBINDHA,Odisha,nan"
Kuladahani,Odisha,MAYURBHANJ,SULIAPADA,757084.0,"KULADAHANI,Odisha","KULADAHANI,MAYURBHANJ,Odisha","KULADAHANI,SULIAPADA,Odisha","KULADAHANI,SULIAPADA,MAYURBHANJ,Odisha","KULADAHANI,Odisha,757084.0"
Kundouli,Jharkhand,PALAMU,CHHATARPUR,822113.0,"KUNDOULI,Jharkhand","KUNDOULI,PALAMU,Jharkhand","KUNDOULI,CHHATARPUR,Jharkhand","KUNDOULI,CHHATARPUR,PALAMU,Jharkhand","KUNDOULI,Jharkhand,822113.0"
Kundrugutu,Jharkhand,PASHCHIMI SINGHBHUM,BANDGAON,835216.0,"KUNDRUGUTU,Jharkhand","KUNDRUGUTU,PASHCHIMI SINGHBHUM,Jharkhand","KUNDRUGUTU,BANDGAON,Jharkhand","KUNDRUGUTU,BANDGAON,PASHCHIMI SINGHBHUM,Jharkhand","KUNDRUGUTU,Jharkhand,835216.0"
Kutub Patti,Uttar Pradesh,ALLAHABAD,PHOOLPUR,,"KUTUB PATTI,Uttar Pradesh","KUTUB PATTI,ALLAHABAD,Uttar Pradesh","KUTUB PATTI,PHOOLPUR,Uttar Pradesh","KUTUB PATTI,PHOOLPUR,ALLAHABAD,Uttar Pradesh","KUTUB PATTI,Uttar Pradesh,nan"
Lacchu Chhapar A.B.,Bihar,PASHCHIM CHAMPARAN,CHANPATIA,845449.0,"LACCHU CHHAPAR A.B.,Bihar","LACCHU CHHAPAR A.B.,PASHCHIM CHAMPARAN,Bihar","LACCHU CHHAPAR A.B.,CHANPATIA,Bihar","LACCHU CHHAPAR A.B.,CHANPATIA,PASHCHIM CHAMPARAN,Bihar","LACCHU CHHAPAR A.B.,Bihar,845449.0"
Lailor,Jharkhand,PASHCHIMI SINGHBHUM,MANOHARPUR,833104.0,"LAILOR,Jharkhand","LAILOR,PASHCHIMI SINGHBHUM,Jharkhand","LAILOR,MANOHARPUR,Jharkhand","LAILOR,MANOHARPUR,PASHCHIMI SINGHBHUM,Jharkhand","LAILOR,Jharkhand,833104.0"
Lakshmipur,Bihar,PASHCHIM CHAMPARAN,JOGAPATTI,845450.0,"LAKSHMIPUR,Bihar","LAKSHMIPUR,PASHCHIM CHAMPARAN,Bihar","LAKSHMIPUR,JOGAPATTI,Bihar","LAKSHMIPUR,JOGAPATTI,PASHCHIM CHAMPARAN,Bihar","LAKSHMIPUR,Bihar,845450.0"
Lalyiea,Uttar Pradesh,ALLAHABAD,SHANKAR GARH,,"LALYIEA,Uttar Pradesh","LALYIEA,ALLAHABAD,Uttar Pradesh","LALYIEA,SHANKAR GARH,Uttar Pradesh","LALYIEA,SHANKAR GARH,ALLAHABAD,Uttar Pradesh","LALYIEA,Uttar Pradesh,nan"
Lamataguda,Odisha,NABARANGPUR,TENTULIKHUNTI,764070.0,"LAMATAGUDA,Odisha","LAMATAGUDA,NABARANGPUR,Odisha","LAMATAGUDA,TENTULIKHUNTI,Odisha","LAMATAGUDA,TENTULIKHUNTI,NABARANGPUR,Odisha","LAMATAGUDA,Odisha,764070.0"
Lidehna Grant,Uttar Pradesh,GONDA,NAWAB GANJ,,"LIDEHNA GRANT,Uttar Pradesh","LIDEHNA GRANT,GONDA,Uttar Pradesh","LIDEHNA GRANT,NAWAB GANJ,Uttar Pradesh","LIDEHNA GRANT,NAWAB GANJ,GONDA,Uttar Pradesh","LIDEHNA GRANT,Uttar Pradesh,nan"
Limika,Odisha,KORAPUT,KORAPUT,764021.0,"LIMIKA,Odisha","LIMIKA,KORAPUT,Odisha","LIMIKA,KORAPUT,Odisha","LIMIKA,KORAPUT,KORAPUT,Odisha","LIMIKA,Odisha,764021.0"
Lohang Patti,Uttar Pradesh,PRATAPGARH,SADWA-CHANDRIKA,,"LOHANG PATTI,Uttar Pradesh","LOHANG PATTI,PRATAPGARH,Uttar Pradesh","LOHANG PATTI,SADWA-CHANDRIKA,Uttar Pradesh","LOHANG PATTI,SADWA-CHANDRIKA,PRATAPGARH,Uttar Pradesh","LOHANG PATTI,Uttar Pradesh,nan"
Maddau Deoria,Uttar Pradesh,GONDA,BABHANJOT,,"MADDAU DEORIA,Uttar Pradesh","MADDAU DEORIA,GONDA,Uttar Pradesh","MADDAU DEORIA,BABHANJOT,Uttar Pradesh","MADDAU DEORIA,BABHANJOT,GONDA,Uttar Pradesh","MADDAU DEORIA,Uttar Pradesh,nan"
Madhavpur Hata,Uttar Pradesh,GONDA,KATRA BAZAR,,"MADHAVPUR HATA,Uttar Pradesh","MADHAVPUR HATA,GONDA,Uttar Pradesh","MADHAVPUR HATA,KATRA BAZAR,Uttar Pradesh","MADHAVPUR HATA,KATRA BAZAR,GONDA,Uttar Pradesh","MADHAVPUR HATA,Uttar Pradesh,nan"
Mahaliaput,Odisha,KORAPUT,JEYPORE,,"MAHALIAPUT,Odisha","MAHALIAPUT,KORAPUT,Odisha","MAHALIAPUT,JEYPORE,Odisha","MAHALIAPUT,JEYPORE,KORAPUT,Odisha","MAHALIAPUT,Odisha,nan"
Maharu Pur,Uttar Pradesh,ALLAHABAD,SAIDABAD,,"MAHARU PUR,Uttar Pradesh","MAHARU PUR,ALLAHABAD,Uttar Pradesh","MAHARU PUR,SAIDABAD,Uttar Pradesh","MAHARU PUR,SAIDABAD,ALLAHABAD,Uttar Pradesh","MAHARU PUR,Uttar Pradesh,nan"
Mahubhatta,Odisha,NABARANGPUR,RAIGHAR,764074.0,"MAHUBHATTA,Odisha","MAHUBHATTA,NABARANGPUR,Odisha","MAHUBHATTA,RAIGHAR,Odisha","MAHUBHATTA,RAIGHAR,NABARANGPUR,Odisha","MAHUBHATTA,Odisha,764074.0"
Mahugai,Jharkhand,CHATRA,PRATAPPUR,822113.0,"MAHUGAI,Jharkhand","MAHUGAI,CHATRA,Jharkhand","MAHUGAI,PRATAPPUR,Jharkhand","MAHUGAI,PRATAPPUR,CHATRA,Jharkhand","MAHUGAI,Jharkhand,822113.0"
Majhia,Odisha,NABARANGPUR,JHARIGAM,764063.0,"MAJHIA,Odisha","MAJHIA,NABARANGPUR,Odisha","MAJHIA,JHARIGAM,Odisha","MAJHIA,JHARIGAM,NABARANGPUR,Odisha","MAJHIA,Odisha,764063.0"
Makaput,Odisha,KORAPUT,KOTPAD,,"MAKAPUT,Odisha","MAKAPUT,KORAPUT,Odisha","MAKAPUT,KOTPAD,Odisha","MAKAPUT,KOTPAD,KORAPUT,Odisha","MAKAPUT,Odisha,nan"
Malawa Khurd,Uttar Pradesh,ALLAHABAD,BAHADURPUR,,"MALAWA KHURD,Uttar Pradesh","MALAWA KHURD,ALLAHABAD,Uttar Pradesh","MALAWA KHURD,BAHADURPUR,Uttar Pradesh","MALAWA KHURD,BAHADURPUR,ALLAHABAD,Uttar Pradesh","MALAWA KHURD,Uttar Pradesh,nan"
Malbeda,Odisha,NABARANGPUR,UMERKOTE,,"MALBEDA,Odisha","MALBEDA,NABARANGPUR,Odisha","MALBEDA,UMERKOTE,Odisha","MALBEDA,UMERKOTE,NABARANGPUR,Odisha","MALBEDA,Odisha,nan"
Manbir,Odisha,MAYURBHANJ,JAMDA,757045.0,"MANBIR,Odisha","MANBIR,MAYURBHANJ,Odisha","MANBIR,JAMDA,Odisha","MANBIR,JAMDA,MAYURBHANJ,Odisha","MANBIR,Odisha,757045.0"
Mandair,Jharkhand,CHATRA,TANDWA,,"MANDAIR,Jharkhand","MANDAIR,CHATRA,Jharkhand","MANDAIR,TANDWA,Jharkhand","MANDAIR,TANDWA,CHATRA,Jharkhand","MANDAIR,Jharkhand,nan"
Mandiabandha,Odisha,KORAPUT,BORIGUMMA,,"MANDIABANDHA,Odisha","MANDIABANDHA,KORAPUT,Odisha","MANDIABANDHA,BORIGUMMA,Odisha","MANDIABANDHA,BORIGUMMA,KORAPUT,Odisha","MANDIABANDHA,Odisha,nan"
Manhu,Jharkhand,PALAMU,CHHATARPUR,822113.0,"MANHU,Jharkhand","MANHU,PALAMU,Jharkhand","MANHU,CHHATARPUR,Jharkhand","MANHU,CHHATARPUR,PALAMU,Jharkhand","MANHU,Jharkhand,822113.0"
Matagam,Odisha,NABARANGPUR,UMERKOTE,,"MATAGAM,Odisha","MATAGAM,NABARANGPUR,Odisha","MATAGAM,UMERKOTE,Odisha","MATAGAM,UMERKOTE,NABARANGPUR,Odisha","MATAGAM,Odisha,nan"
Meharbana Bad,Uttar Pradesh,GONDA,KATRA BAZAR,,"MEHARBANA BAD,Uttar Pradesh","MEHARBANA BAD,GONDA,Uttar Pradesh","MEHARBANA BAD,KATRA BAZAR,Uttar Pradesh","MEHARBANA BAD,KATRA BAZAR,GONDA,Uttar Pradesh","MEHARBANA BAD,Uttar Pradesh,nan"
Mendra,Odisha,NABARANGPUR,DABUGAM,,"MENDRA,Odisha","MENDRA,NABARANGPUR,Odisha","MENDRA,DABUGAM,Odisha","MENDRA,DABUGAM,NABARANGPUR,Odisha","MENDRA,Odisha,nan"
Menha Jageer,Uttar Pradesh,ALLAHABAD,MANDA,,"MENHA JAGEER,Uttar Pradesh","MENHA JAGEER,ALLAHABAD,Uttar Pradesh","MENHA JAGEER,MANDA,Uttar Pradesh","MENHA JAGEER,MANDA,ALLAHABAD,Uttar Pradesh","MENHA JAGEER,Uttar Pradesh,nan"
Merhuwa Deeh,Uttar Pradesh,PRATAPGARH,GAURA,,"MERHUWA DEEH,Uttar Pradesh","MERHUWA DEEH,PRATAPGARH,Uttar Pradesh","MERHUWA DEEH,GAURA,Uttar Pradesh","MERHUWA DEEH,GAURA,PRATAPGARH,Uttar Pradesh","MERHUWA DEEH,Uttar Pradesh,nan"
Miriminda,Odisha,NABARANGPUR,KOSAGUMUDA,764061.0,"MIRIMINDA,Odisha","MIRIMINDA,NABARANGPUR,Odisha","MIRIMINDA,KOSAGUMUDA,Odisha","MIRIMINDA,KOSAGUMUDA,NABARANGPUR,Odisha","MIRIMINDA,Odisha,764061.0"
Misrauliya,Bihar,PURBA CHAMPARAN,CHIRAIYA,,"MISRAULIYA,Bihar","MISRAULIYA,PURBA CHAMPARAN,Bihar","MISRAULIYA,CHIRAIYA,Bihar","MISRAULIYA,CHIRAIYA,PURBA CHAMPARAN,Bihar","MISRAULIYA,Bihar,nan"
Mohuli A/C,Odisha,NABARANGPUR,UMERKOTE,764073.0,"MOHULI A/C,Odisha","MOHULI A/C,NABARANGPUR,Odisha","MOHULI A/C,UMERKOTE,Odisha","MOHULI A/C,UMERKOTE,NABARANGPUR,Odisha","MOHULI A/C,Odisha,764073.0"
Mohulobhota,Odisha,KORAPUT,JEYPORE,764006.0,"MOHULOBHOTA,Odisha","MOHULOBHOTA,KORAPUT,Odisha","MOHULOBHOTA,JEYPORE,Odisha","MOHULOBHOTA,JEYPORE,KORAPUT,Odisha","MOHULOBHOTA,Odisha,764006.0"
Mundiguda,Odisha,NABARANGPUR,UMERKOTE,764006.0,"MUNDIGUDA,Odisha","MUNDIGUDA,NABARANGPUR,Odisha","MUNDIGUDA,UMERKOTE,Odisha","MUNDIGUDA,UMERKOTE,NABARANGPUR,Odisha","MUNDIGUDA,Odisha,764006.0"
Mushka,Uttar Pradesh,ALLAHABAD,MEJA,,"MUSHKA,Uttar Pradesh","MUSHKA,ALLAHABAD,Uttar Pradesh","MUSHKA,MEJA,Uttar Pradesh","MUSHKA,MEJA,ALLAHABAD,Uttar Pradesh","MUSHKA,Uttar Pradesh,nan"
